Airline,AirlineID,Source,Destination,Route,Total_Stops,DepartureDatetime,ArrivalDatetime,DurationMinutes,DayOfWeek,IsWeekend,Price
IndiGo,3,BLR,DEL,BLR-DEL,0,4/24/2019 23:30,4/24/2019 2:20,170,2,0,3943
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 19:15,6/9/2019 4:25,550,6,1,10577
IndiGo,3,DEL,COK,DEL-COK,1,5/15/2019 10:35,5/15/2019 21:00,625,2,0,6979
Vistara,10,MAA,CCU,MAA-CCU,0,6/27/2019 17:45,6/27/2019 20:05,140,3,0,11982
SpiceJet,8,DEL,COK,DEL-COK,1,6/6/2019 8:45,6/6/2019 13:15,270,3,0,5264
Vistara,10,DEL,COK,DEL-COK,0,3/3/2019 6:00,3/3/2019 9:10,190,6,1,8001
Air India,1,DEL,COK,DEL-COK,2,6/1/2019 19:45,6/1/2019 19:15,1410,5,1,10651
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/24/2019 16:30,5/24/2019 19:50,1640,4,0,10844
Multiple carriers,6,DEL,COK,DEL-COK,1,3/27/2019 9:45,3/27/2019 22:20,755,2,0,6601
Air India,1,DEL,COK,DEL-COK,1,3/21/2019 19:00,3/21/2019 19:15,1455,3,0,6587
SpiceJet,8,BOM,HYD,BOM-HYD,0,3/21/2019 13:10,3/21/2019 14:30,80,3,0,3173
Air India,1,BLR,DEL,BLR-DEL,0,5/9/2019 10:00,5/9/2019 12:45,165,3,0,5228
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/21/2019 7:10,6/21/2019 10:10,180,4,0,5769
Jet Airways,4,DEL,COK,DEL-COK,1,6/6/2019 8:00,6/6/2019 19:00,660,3,0,14714
Jet Airways,4,DEL,COK,DEL-COK,2,6/3/2019 5:30,6/3/2019 19:00,810,0,0,13014
IndiGo,3,BLR,DEL,BLR-DEL,0,6/3/2019 22:10,6/3/2019 1:00,170,0,0,3359
GoAir,2,BLR,DEL,BLR-DEL,0,3/3/2019 20:55,3/3/2019 23:50,175,6,1,6722
IndiGo,3,CCU,BLR,CCU-BLR,0,3/18/2019 9:35,3/18/2019 12:20,165,0,0,4462
IndiGo,3,DEL,COK,DEL-COK,1,3/9/2019 4:55,3/9/2019 16:10,675,5,1,6171
Air India,1,CCU,BLR,CCU-BLR,2,5/21/2019 5:50,5/21/2019 20:25,875,1,0,12303
Multiple carriers,6,DEL,COK,DEL-COK,1,3/21/2019 11:40,3/21/2019 1:35,835,3,0,7695
IndiGo,3,DEL,COK,DEL-COK,1,6/24/2019 11:25,6/24/2019 1:30,845,0,0,5684
Air India,1,CCU,BLR,CCU-BLR,1,6/12/2019 16:50,6/12/2019 7:55,905,2,0,8366
Air India,1,MAA,CCU,MAA-CCU,0,3/1/2019 11:40,3/1/2019 13:55,135,4,0,19630
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/6/2019 14:05,3/6/2019 5:05,900,2,0,13502
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/1/2019 21:10,5/1/2019 10:05,775,2,0,14781
Multiple carriers,6,DEL,COK,DEL-COK,1,6/12/2019 7:10,6/12/2019 16:10,540,2,0,6513
Air India,1,DEL,COK,DEL-COK,1,6/1/2019 7:00,6/1/2019 19:15,735,5,1,9929
Multiple carriers,6,DEL,COK,DEL-COK,2,6/6/2019 17:50,6/6/2019 1:30,460,3,0,18275
Air India,1,DEL,COK,DEL-COK,1,4/9/2019 6:05,4/9/2019 9:25,1640,1,0,4487
IndiGo,3,BOM,HYD,BOM-HYD,0,3/15/2019 21:20,3/15/2019 22:45,85,4,0,2754
Air India,1,BOM,HYD,BOM-HYD,0,3/27/2019 6:20,3/27/2019 7:40,80,2,0,2575
SpiceJet,8,CCU,BLR,CCU-BLR,1,6/12/2019 15:55,6/12/2019 21:25,330,2,0,8224
Air India,1,DEL,COK,DEL-COK,1,3/9/2019 20:30,3/9/2019 8:15,705,5,1,8991
IndiGo,3,DEL,COK,DEL-COK,0,6/24/2019 5:35,6/24/2019 8:50,195,0,0,5000
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 18:55,6/12/2019 19:50,1495,2,0,8529
Air India,1,DEL,COK,DEL-COK,1,3/3/2019 6:05,3/3/2019 9:25,1640,6,1,14042
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/24/2019 11:10,5/24/2019 14:05,175,4,0,4030
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 18:55,6/6/2019 12:00,1025,3,0,10844
IndiGo,3,CCU,BLR,CCU-BLR,0,5/6/2019 21:25,5/6/2019 0:05,160,0,0,4804
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 17:30,5/27/2019 1:30,480,0,0,7308
IndiGo,3,BLR,DEL,BLR-DEL,0,5/12/2019 16:55,5/12/2019 19:55,180,6,1,4823
Jet Airways,4,DEL,COK,DEL-COK,1,6/24/2019 9:00,6/24/2019 12:35,1655,0,0,10262
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 20:55,5/27/2019 4:25,450,0,0,12898
Air India,1,BLR,DEL,BLR-DEL,2,3/12/2019 17:25,3/12/2019 16:20,1375,1,0,12778
IndiGo,3,DEL,COK,DEL-COK,1,3/3/2019 4:45,3/3/2019 13:20,515,6,1,14871
Air India,1,DEL,COK,DEL-COK,2,3/21/2019 13:20,3/21/2019 19:15,1795,3,0,8708
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 20:00,6/6/2019 18:15,1335,3,0,10844
SpiceJet,8,BOM,HYD,BOM-HYD,0,3/6/2019 5:45,3/6/2019 7:05,80,2,0,4129
IndiGo,3,CCU,BLR,CCU-BLR,0,5/18/2019 21:25,5/18/2019 0:05,160,5,1,4804
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/6/2019 8:20,5/6/2019 11:20,180,0,0,7229
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/21/2019 7:00,3/21/2019 19:10,730,3,0,7832
SpiceJet,8,MAA,CCU,MAA-CCU,0,3/18/2019 9:30,3/18/2019 12:05,155,0,0,3859
Multiple carriers,6,DEL,COK,DEL-COK,1,6/6/2019 7:30,6/6/2019 19:15,705,3,0,9001
Vistara,10,BLR,DEL,BLR-DEL,0,5/9/2019 17:00,5/9/2019 19:35,155,3,0,4878
IndiGo,3,BOM,HYD,BOM-HYD,0,5/3/2019 2:35,5/3/2019 4:05,90,4,0,2754
Vistara,10,BLR,DEL,BLR-DEL,0,6/27/2019 7:00,6/27/2019 9:40,160,3,0,4668
Air Asia,0,CCU,BLR,CCU-BLR,0,5/12/2019 10:20,5/12/2019 12:55,155,6,1,5216
Jet Airways,4,DEL,COK,DEL-COK,2,6/6/2019 5:30,6/6/2019 4:25,1375,3,0,10368
IndiGo,3,DEL,COK,DEL-COK,2,3/9/2019 6:40,3/9/2019 21:20,880,5,1,8146
Jet Airways,4,DEL,COK,DEL-COK,1,3/27/2019 13:00,3/27/2019 4:25,925,2,0,12242
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/15/2019 8:00,3/15/2019 15:15,435,4,0,9134
Air India,1,DEL,COK,DEL-COK,2,6/6/2019 13:15,6/6/2019 9:25,1210,3,0,10939
Air India,1,DEL,COK,DEL-COK,2,6/6/2019 10:55,6/6/2019 7:40,1245,3,0,11753
SpiceJet,8,CCU,BLR,CCU-BLR,0,4/24/2019 17:10,4/24/2019 19:40,150,2,0,4174
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 20:00,5/21/2019 19:50,1430,1,0,10844
Jet Airways,4,DEL,COK,DEL-COK,1,6/3/2019 16:00,6/3/2019 19:00,1620,0,0,14714
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 6:30,6/12/2019 12:00,330,2,0,9899
IndiGo,3,DEL,COK,DEL-COK,1,3/3/2019 9:10,3/3/2019 21:00,710,6,1,14871
IndiGo,3,MAA,CCU,MAA-CCU,0,3/6/2019 13:20,3/6/2019 15:35,135,2,0,7295
Air India,1,DEL,COK,DEL-COK,2,6/6/2019 18:45,6/6/2019 19:15,1470,3,0,13465
SpiceJet,8,MAA,CCU,MAA-CCU,0,5/21/2019 17:45,5/21/2019 20:05,140,1,0,3543
Multiple carriers,6,DEL,COK,DEL-COK,1,6/27/2019 19:00,6/27/2019 1:30,390,3,0,7198
Jet Airways,4,DEL,COK,DEL-COK,1,6/1/2019 8:00,6/1/2019 4:25,1225,5,1,10262
IndiGo,3,CCU,BLR,CCU-BLR,0,3/15/2019 15:20,3/15/2019 17:55,155,4,0,4148
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/27/2019 15:15,6/27/2019 18:10,175,3,0,8016
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 22:50,6/9/2019 4:25,335,6,1,10262
SpiceJet,8,CCU,BLR,CCU-BLR,0,6/15/2019 14:55,6/15/2019 17:25,150,5,1,3841
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/12/2019 9:45,3/12/2019 0:30,885,1,0,11507
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/1/2019 8:25,5/1/2019 20:45,740,2,0,14781
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 17:30,5/27/2019 19:00,1530,0,0,16079
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 22:50,5/27/2019 4:25,335,0,0,12898
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 7:30,3/6/2019 19:15,705,2,0,15353
IndiGo,3,BLR,DEL,BLR-DEL,0,3/24/2019 18:25,3/24/2019 21:20,175,6,1,7303
SpiceJet,8,CCU,BLR,CCU-BLR,1,3/24/2019 15:05,3/24/2019 20:45,340,6,1,6197
Air India,1,CCU,BLR,CCU-BLR,1,6/9/2019 9:10,6/9/2019 13:15,245,6,1,8996
IndiGo,3,DEL,COK,DEL-COK,1,3/21/2019 14:20,3/21/2019 22:20,480,3,0,6528
GoAir,2,BLR,DEL,BLR-DEL,0,4/9/2019 20:55,4/9/2019 23:40,165,1,0,4239
IndiGo,3,CCU,BLR,CCU-BLR,0,3/12/2019 20:25,3/12/2019 23:05,160,1,0,4148
SpiceJet,8,BLR,DEL,BLR-DEL,0,5/24/2019 21:10,5/24/2019 0:05,175,4,0,3971
Air Asia,0,CCU,BLR,CCU-BLR,1,5/6/2019 7:35,5/6/2019 23:30,955,0,0,5192
Jet Airways,4,DEL,COK,DEL-COK,2,4/9/2019 13:25,4/9/2019 12:35,1390,1,0,9483
Jet Airways,4,DEL,COK,DEL-COK,2,6/3/2019 11:40,6/3/2019 19:00,440,0,0,18804
Air India,1,DEL,COK,DEL-COK,0,6/18/2019 5:10,6/18/2019 8:00,170,1,0,5201
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 11:30,5/27/2019 19:00,450,0,0,16079
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/15/2019 19:50,6/15/2019 22:50,180,5,1,7229
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 17:45,5/27/2019 1:30,465,0,0,6795
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/9/2019 9:35,5/9/2019 10:55,1520,3,0,10953
Multiple carriers,6,DEL,COK,DEL-COK,2,6/24/2019 15:05,6/24/2019 1:30,625,0,0,15965
Air India,1,DEL,COK,DEL-COK,2,4/9/2019 12:55,4/9/2019 19:15,1820,1,0,9968
IndiGo,3,CCU,BLR,CCU-BLR,0,6/6/2019 22:15,6/6/2019 0:50,155,3,0,4804
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 10:00,5/27/2019 19:00,540,0,0,16079
Jet Airways,4,DEL,COK,DEL-COK,2,6/12/2019 21:25,6/12/2019 12:35,910,2,0,11507
Air India,1,CCU,BLR,CCU-BLR,2,6/9/2019 9:25,6/9/2019 13:45,1700,6,1,11542
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/24/2019 17:45,4/24/2019 20:45,180,2,0,7229
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/27/2019 6:00,4/27/2019 8:45,165,5,1,4544
IndiGo,3,DEL,COK,DEL-COK,1,5/15/2019 5:10,5/15/2019 10:05,295,2,0,6496
IndiGo,3,CCU,BLR,CCU-BLR,0,6/15/2019 21:25,6/15/2019 0:05,160,5,1,4804
Air India,1,BLR,DEL,BLR-DEL,1,3/1/2019 11:05,3/1/2019 9:15,1330,4,0,13439
Jet Airways,4,DEL,COK,DEL-COK,1,3/27/2019 18:15,3/27/2019 4:25,610,2,0,6540
IndiGo,3,BLR,DEL,BLR-DEL,0,6/1/2019 23:30,6/1/2019 2:20,170,5,1,4591
IndiGo,3,BLR,DEL,BLR-DEL,1,3/18/2019 16:15,3/18/2019 20:35,260,0,0,4437
Air Asia,0,DEL,COK,DEL-COK,1,3/21/2019 20:10,3/21/2019 7:10,660,3,0,6151
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/21/2019 17:45,6/21/2019 20:45,180,4,0,7754
Jet Airways,4,DEL,COK,DEL-COK,1,6/24/2019 14:00,6/24/2019 12:35,1355,0,0,10262
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/9/2019 18:55,6/9/2019 22:00,185,6,1,8016
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/24/2019 6:55,3/24/2019 9:35,160,6,1,4781
Vistara,10,BLR,DEL,BLR-DEL,0,6/27/2019 11:30,6/27/2019 14:20,170,3,0,4668
Air India,1,BLR,DEL,BLR-DEL,1,3/6/2019 11:50,3/6/2019 8:55,1265,2,0,14594
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 16:55,3/24/2019 4:45,710,6,1,14231
Air India,1,DEL,COK,DEL-COK,1,5/15/2019 5:15,5/15/2019 6:50,1535,2,0,8425
Multiple carriers,6,DEL,COK,DEL-COK,1,6/12/2019 7:05,6/12/2019 22:30,925,2,0,9646
IndiGo,3,MAA,CCU,MAA-CCU,0,3/3/2019 14:40,3/3/2019 17:05,145,6,1,7295
Air Asia,0,CCU,BLR,CCU-BLR,1,4/9/2019 6:50,4/9/2019 10:30,220,1,0,5162
IndiGo,3,BLR,DEL,BLR-DEL,0,3/9/2019 18:25,3/9/2019 21:20,175,5,1,6860
Vistara,10,DEL,COK,DEL-COK,0,4/15/2019 6:00,4/15/2019 9:10,190,0,0,6216
Air Asia,0,CCU,BLR,CCU-BLR,1,5/24/2019 7:35,5/24/2019 19:25,710,4,0,5192
IndiGo,3,BLR,DEL,BLR-DEL,0,4/9/2019 20:00,4/9/2019 22:50,170,1,0,4823
SpiceJet,8,BLR,DEL,BLR-DEL,0,4/3/2019 9:30,4/3/2019 12:20,170,2,0,3919
IndiGo,3,BOM,HYD,BOM-HYD,0,6/3/2019 19:05,6/3/2019 20:35,90,0,0,2754
Multiple carriers,6,DEL,COK,DEL-COK,1,5/9/2019 7:30,5/9/2019 19:00,690,3,0,9315
Multiple carriers,6,DEL,COK,DEL-COK,1,3/27/2019 10:00,3/27/2019 18:50,530,2,0,11667
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 8:25,6/12/2019 4:40,1215,2,0,6224
Air India,1,CCU,BLR,CCU-BLR,2,3/24/2019 9:25,3/24/2019 5:35,1210,6,1,13349
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/18/2019 16:55,3/18/2019 9:00,965,0,0,11087
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 13:00,3/6/2019 1:35,755,2,0,15603
Jet Airways,4,DEL,COK,DEL-COK,2,5/9/2019 19:30,5/9/2019 12:35,1025,3,0,15129
IndiGo,3,BLR,DEL,BLR-DEL,0,4/9/2019 16:55,4/9/2019 19:55,180,1,0,4823
Vistara,10,CCU,BLR,CCU-BLR,1,5/1/2019 7:10,5/1/2019 22:40,930,2,0,8452
Multiple carriers,6,DEL,COK,DEL-COK,1,6/6/2019 7:30,6/6/2019 19:00,690,3,0,12524
SpiceJet,8,MAA,CCU,MAA-CCU,0,3/27/2019 17:45,3/27/2019 20:05,140,2,0,3384
Jet Airways,4,DEL,COK,DEL-COK,1,6/1/2019 19:15,6/1/2019 19:00,1425,5,1,10262
SpiceJet,8,BOM,HYD,BOM-HYD,0,6/18/2019 13:15,6/18/2019 14:45,90,1,0,1965
IndiGo,3,CCU,BLR,CCU-BLR,0,5/18/2019 22:15,5/18/2019 0:50,155,5,1,4804
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 18:15,5/27/2019 19:00,1485,0,0,16079
Jet Airways,4,DEL,COK,DEL-COK,2,6/1/2019 21:25,6/1/2019 19:00,1295,5,1,13292
Air Asia,0,DEL,COK,DEL-COK,1,5/9/2019 7:55,5/9/2019 13:25,330,3,0,6751
Air India,1,DEL,COK,DEL-COK,1,5/15/2019 7:00,5/15/2019 19:15,735,2,0,8669
IndiGo,3,DEL,COK,DEL-COK,1,3/3/2019 17:30,3/3/2019 1:35,485,6,1,14871
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 14:00,5/21/2019 19:00,300,1,0,12898
SpiceJet,8,BLR,DEL,BLR-DEL,0,6/6/2019 9:30,6/6/2019 12:20,170,3,0,3919
Multiple carriers,6,DEL,COK,DEL-COK,1,3/1/2019 12:50,3/1/2019 19:15,385,4,0,36983
IndiGo,3,MAA,CCU,MAA-CCU,0,6/3/2019 19:35,6/3/2019 21:55,140,0,0,3597
Air India,1,BLR,DEL,BLR-DEL,0,3/9/2019 17:00,3/9/2019 19:45,165,5,1,10741
Air India,1,CCU,BLR,CCU-BLR,2,6/6/2019 16:50,6/6/2019 5:35,765,3,0,11432
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/12/2019 18:55,3/12/2019 10:45,950,1,0,11087
Jet Airways,4,DEL,COK,DEL-COK,2,6/3/2019 9:35,6/3/2019 12:35,1620,0,0,13292
Air India,1,DEL,COK,DEL-COK,3,6/15/2019 5:15,6/15/2019 7:40,1585,5,1,10493
GoAir,2,BLR,DEL,BLR-DEL,0,3/9/2019 7:45,3/9/2019 10:40,175,5,1,7631
Air India,1,DEL,COK,DEL-COK,2,6/6/2019 6:50,6/6/2019 7:40,1490,3,0,13381
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 20:00,6/6/2019 4:40,520,3,0,13731
Air India,1,DEL,COK,DEL-COK,2,5/21/2019 5:55,5/21/2019 7:40,1545,1,0,11911
IndiGo,3,BLR,DEL,BLR-DEL,0,4/18/2019 23:30,4/18/2019 2:20,170,3,0,4591
Multiple carriers,6,DEL,COK,DEL-COK,1,6/3/2019 13:00,6/3/2019 19:15,375,0,0,14848
Multiple carriers,6,DEL,COK,DEL-COK,1,6/12/2019 8:45,6/12/2019 19:15,630,2,0,8266
Air India,1,DEL,COK,DEL-COK,2,5/18/2019 17:15,5/18/2019 19:15,1560,5,1,12392
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 18:55,6/12/2019 12:00,1025,2,0,13044
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 7:05,5/21/2019 4:25,1280,1,0,12898
Jet Airways,4,DEL,COK,DEL-COK,1,3/21/2019 22:50,3/21/2019 4:25,335,3,0,12242
IndiGo,3,BLR,DEL,BLR-DEL,0,5/18/2019 10:10,5/18/2019 13:00,170,5,1,3943
Vistara,10,CCU,BLR,CCU-BLR,1,3/24/2019 20:20,3/24/2019 22:10,1550,6,1,11105
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 21:10,5/12/2019 9:20,730,6,1,14388
Jet Airways,4,DEL,COK,DEL-COK,2,5/18/2019 19:30,5/18/2019 12:35,1025,5,1,13014
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 10:20,3/6/2019 18:50,510,2,0,15411
Jet Airways,4,DEL,COK,DEL-COK,1,3/9/2019 19:45,3/9/2019 18:50,1385,5,1,16289
IndiGo,3,DEL,COK,DEL-COK,1,5/15/2019 6:50,5/15/2019 16:10,560,2,0,6442
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 8:25,5/18/2019 16:20,475,5,1,10844
Jet Airways,4,BOM,HYD,BOM-HYD,0,5/18/2019 10:20,5/18/2019 11:50,90,5,1,5678
IndiGo,3,BLR,DEL,BLR-DEL,0,4/12/2019 23:30,4/12/2019 2:20,170,4,0,6906
SpiceJet,8,MAA,CCU,MAA-CCU,0,5/21/2019 9:45,5/21/2019 12:00,135,1,0,3543
Jet Airways,4,DEL,COK,DEL-COK,1,6/6/2019 9:00,6/6/2019 19:00,600,3,0,14714
Vistara Premium economy,11,BLR,DEL,BLR-DEL,0,3/3/2019 16:00,3/3/2019 18:35,155,6,1,11793
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 11:30,5/15/2019 19:15,465,2,0,14323
SpiceJet,8,BLR,DEL,BLR-DEL,0,4/9/2019 21:10,4/9/2019 0:05,175,1,0,3971
Vistara,10,CCU,BLR,CCU-BLR,1,5/6/2019 20:20,5/6/2019 22:40,1580,0,0,8452
Vistara,10,BLR,DEL,BLR-DEL,0,4/12/2019 7:00,4/12/2019 9:40,160,4,0,5403
Multiple carriers,6,DEL,COK,DEL-COK,1,5/9/2019 10:00,5/9/2019 21:00,660,3,0,13727
Air India,1,CCU,BLR,CCU-BLR,2,4/1/2019 10:00,4/1/2019 5:25,1165,0,0,12639
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/18/2019 15:15,4/18/2019 18:10,175,3,0,5198
Vistara,10,BLR,DEL,BLR-DEL,0,6/1/2019 19:30,6/1/2019 22:15,165,5,1,4878
Jet Airways,4,DEL,COK,DEL-COK,1,5/18/2019 19:45,5/18/2019 19:00,1395,5,1,12373
Multiple carriers,6,DEL,COK,DEL-COK,1,3/3/2019 7:10,3/3/2019 16:10,540,6,1,8552
Vistara,10,DEL,COK,DEL-COK,0,4/21/2019 14:40,4/21/2019 17:50,190,6,1,6741
Multiple carriers,6,DEL,COK,DEL-COK,1,4/9/2019 12:50,4/9/2019 19:15,385,1,0,6481
Multiple carriers,6,DEL,COK,DEL-COK,1,6/6/2019 10:35,6/6/2019 19:15,520,3,0,7354
Air India,1,BLR,DEL,BLR-DEL,0,4/21/2019 21:05,4/21/2019 23:55,170,6,1,5228
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 8:25,5/12/2019 20:45,740,6,1,10844
IndiGo,3,DEL,COK,DEL-COK,1,5/18/2019 6:50,5/18/2019 12:10,320,5,1,6347
Air India,1,BLR,DEL,BLR-DEL,1,3/15/2019 8:15,3/15/2019 12:15,240,4,0,5013
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 18:55,6/9/2019 4:40,585,6,1,9663
IndiGo,3,BLR,DEL,BLR-DEL,0,4/6/2019 18:25,4/6/2019 21:20,175,5,1,4823
Air India,1,DEL,COK,DEL-COK,2,6/24/2019 16:55,6/24/2019 19:15,1580,0,0,13381
SpiceJet,8,MAA,CCU,MAA-CCU,0,6/1/2019 9:45,6/1/2019 12:00,135,5,1,3543
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/15/2019 18:55,5/15/2019 4:40,585,2,0,9663
Jet Airways,4,CCU,BLR,CCU-BLR,1,4/1/2019 18:55,4/1/2019 19:50,1495,0,0,7064
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 7:05,6/9/2019 19:00,715,6,1,10262
Air India,1,DEL,COK,DEL-COK,2,6/1/2019 10:55,6/1/2019 19:15,500,5,1,13013
Jet Airways,4,DEL,COK,DEL-COK,2,6/27/2019 19:10,6/27/2019 12:35,1045,3,0,15339
GoAir,2,BLR,DEL,BLR-DEL,0,4/18/2019 11:40,4/18/2019 14:30,170,3,0,4937
IndiGo,3,DEL,COK,DEL-COK,1,6/6/2019 5:05,6/6/2019 12:10,425,3,0,6818
Air India,1,DEL,COK,DEL-COK,2,5/18/2019 22:00,5/18/2019 19:15,1275,5,1,10441
Jet Airways,4,DEL,COK,DEL-COK,1,4/3/2019 14:00,4/3/2019 19:00,300,2,0,5177
IndiGo,3,MAA,CCU,MAA-CCU,0,6/27/2019 11:35,6/27/2019 14:00,145,3,0,3858
IndiGo,3,CCU,BLR,CCU-BLR,1,5/18/2019 21:00,5/18/2019 2:15,315,5,1,6534
Multiple carriers,6,DEL,COK,DEL-COK,1,6/15/2019 10:20,6/15/2019 1:30,910,5,1,6795
Multiple carriers,6,DEL,COK,DEL-COK,1,6/3/2019 7:30,6/3/2019 19:15,705,0,0,9736
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/1/2019 19:50,5/1/2019 22:50,180,2,0,7229
SpiceJet,8,DEL,COK,DEL-COK,1,4/24/2019 17:55,4/24/2019 22:50,295,2,0,4957
IndiGo,3,BLR,DEL,BLR-DEL,0,3/9/2019 6:00,3/9/2019 8:45,165,5,1,7648
SpiceJet,8,CCU,BLR,CCU-BLR,0,6/15/2019 14:55,6/15/2019 17:25,150,5,1,3873
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 18:55,5/12/2019 4:40,585,6,1,14388
IndiGo,3,CCU,BLR,CCU-BLR,0,3/6/2019 17:15,3/6/2019 19:55,160,2,0,5618
Multiple carriers,6,DEL,COK,DEL-COK,1,6/9/2019 19:00,6/9/2019 1:30,390,6,1,7408
Air Asia,0,DEL,COK,DEL-COK,1,3/3/2019 16:45,3/3/2019 22:15,330,6,1,13774
Vistara,10,BLR,DEL,BLR-DEL,0,5/3/2019 7:00,5/3/2019 9:40,160,4,0,4668
Jet Airways,4,DEL,COK,DEL-COK,2,3/21/2019 18:20,3/21/2019 4:25,2045,3,0,13082
Air India,1,DEL,COK,DEL-COK,1,6/3/2019 3:50,6/3/2019 19:15,925,0,0,8669
IndiGo,3,DEL,COK,DEL-COK,1,6/24/2019 16:00,6/24/2019 1:30,570,0,0,6316
Jet Airways,4,DEL,COK,DEL-COK,1,3/6/2019 22:20,3/6/2019 4:25,365,2,0,12583
Vistara,10,BLR,DEL,BLR-DEL,0,3/9/2019 16:10,3/9/2019 18:50,160,5,1,7923
GoAir,2,DEL,COK,DEL-COK,1,3/3/2019 7:00,3/3/2019 12:50,350,6,1,7378
Vistara,10,BLR,DEL,BLR-DEL,0,6/3/2019 19:30,6/3/2019 22:15,165,0,0,4878
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 16:30,5/18/2019 19:50,1640,5,1,10844
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/3/2019 8:20,4/3/2019 11:20,180,2,0,7229
SpiceJet,8,DEL,COK,DEL-COK,1,5/21/2019 6:05,5/21/2019 11:20,315,1,0,6297
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/12/2019 20:00,6/12/2019 12:00,960,2,0,8529
Multiple carriers,6,DEL,COK,DEL-COK,1,5/18/2019 14:00,5/18/2019 21:00,420,5,1,13727
SpiceJet,8,CCU,BLR,CCU-BLR,1,5/24/2019 8:35,5/24/2019 17:15,520,4,0,6643
Multiple carriers,6,DEL,COK,DEL-COK,1,5/9/2019 10:00,5/9/2019 19:00,540,3,0,10197
SpiceJet,8,CCU,BLR,CCU-BLR,0,4/21/2019 22:20,4/21/2019 0:40,140,6,1,4911
IndiGo,3,MAA,CCU,MAA-CCU,0,3/6/2019 5:15,3/6/2019 7:35,140,2,0,6482
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/1/2019 8:55,3/1/2019 15:15,380,4,0,26890
IndiGo,3,CCU,BLR,CCU-BLR,1,5/18/2019 19:20,5/18/2019 23:45,265,5,1,3717
IndiGo,3,MAA,CCU,MAA-CCU,0,6/1/2019 13:15,6/1/2019 15:35,140,5,1,3597
Air India,1,BLR,DEL,BLR-DEL,2,3/18/2019 11:05,3/18/2019 22:10,665,0,0,10846
Air India,1,BLR,DEL,BLR-DEL,1,3/1/2019 5:50,3/1/2019 22:45,1015,4,0,14069
